"Cites","id_old","Authors","authorCount","unknownCount","femaleCount","1st","2nd","3rd","4th","5th","last","allAuthors","Title","Year","Source","dataset","ArticleURL","Type","DOI","Abstract"
19,"R340","Julien Dinkel, O Khalilzadeh, C Hintze, M Fabel, Michael Puderbach, Monika Eichinger, H P Schlemmer, M Thorn, C P Heussel, Michael Thomas, H U Kauczor, J Biederer",12,8,1,0,"NA","NA","NA",0,"NA",0.25,"Inter-observer reproducibility of semi-automatic tumor diameter measurement and volumetric analysis in patients with lung cancer",2013,"Lung Cancer",1,"https://www.sciencedirect.com/science/article/pii/S0169500213003152","Journal","10.1016/j.lungcan.2013.07.006",
1,"R1812","Richard Coulden, Emer Sonnex",2,1,0,0,"NA","NA","NA","NA","NA",0,"Inter-observer variation in LV analysis in a dedicated CMR unit: the impact of audit and consensus guideline on reproducibility",2014,"Journal of Cardiovascular Magnetic Resonance",1,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4044234/","Journal","10.1186/1532-429X-16-S1-P372",
0,"R1785","Marguerite Huff, Meghan S Park, Michael Choi, Daniel Sarezky, Catherine Clark, Clara Choo, Jie Peng, Alfred W Rademaker, Angelo P Tanna",9,1,4,1,1,0,0,1,0,0.5,"Inter-rater reproducibility in the assessment of video recordings of eye drop instillation by glaucoma patients",2013,"Investigative Ophthalmology & Visual Science",1,"http://iovs.arvojournals.org/article.aspx?articleid=2149464","Journal",,
0,"R1820","Benjamin Vikjaer Sandholt, Antoine Colletbillon, Robert R Entrekin, Henrik Sillesen",4,0,0,0,0,0,0,"NA",0,0,"Inter-Scan Reproducibility of Carotid Plaque Volume Measurements by 3-D Ultrasound",2017,"Ultrasound in Medicine and Biology",1,"http://linkinghub.elsevier.com/retrieve/pii/S030156291732416X","Journal","10.1016/j.ultrasmedbio.2017.10.018",
23,"R286","Siamak Sabour, Annemarieke Rutten, Y T Van Der Schouw, Femke Atsma, D E Grobbee, W P T M Mali, Marielouise Bartelink, Michiel L Bots, M Prokop",9,7,1,"NA","NA","NA","NA","NA","NA",0.5,"Inter-scan reproducibility of coronary calcium measurement using Multi Detector-Row Computed Tomography (MDCT)",2007,"European Journal of Epidemiology",1,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1914270/","Journal","10.1007/s10654-007-9123-4",
4,"R2715","Christophe Demoulin, Stephanie Grosdent, I Debois, G Mahieu, Didier Maquet, B Jidovsteff, Jeanlouis Croisier, Jeanmichel Crielaard, Marc Vanderthommen",9,5,1,0,1,"NA","NA",0,0,0.25,"Inter-session, inter-tester and inter-site reproducibility of isometric trunk muscle strength measurements",2006,"Isokinetics and Exercise Science",1,"http://content.iospress.com/articles/isokinetics-and-exercise-science/ies00240","Journal",,
0,"R1686","Travis Desa, Jeremy D Collins, James C Carr, Michael Markl, Kai Lin",5,0,0,0,0,0,0,0,0,0,"Inter-study reproducibility of cardiac MRI in free breathing patients at rest for the evaluation of regional myocardial perfusion",2016,"Journal of Cardiovascular Magnetic Resonance",1,"https://link.springer.com/article/10.1186/1532-429X-18-S1-W32","Journal","10.1186/1532-429X-18-S1-W32",
113,"R61","Geraint Morton, Andreas Schuster, Roy Jogiya, Shelby Kutty, Philipp Beerbaum, Eike Nagel",6,2,1,"NA",0,0,1,0,"NA",0.25,"Inter-study reproducibility of cardiovascular magnetic resonance myocardial feature tracking",2012,"Journal of Cardiovascular Magnetic Resonance",1,"https://jcmr-online.biomedcentral.com/articles/10.1186/1532-429X-14-43","Journal","10.1186/1532-429X-14-43",
18,"R525","Tina Junge, Eva Jespersen, Niels Wedderkopp, Birgit Juulkristensen",4,0,3,1,1,0,1,"NA",1,0.75,"Inter-tester reproducibility and inter-method agreement of two variations of the Beighton test for determining Generalised Joint Hypermobility in primary school children",2013,"BMC Pediatrics",1,"https://bmcpediatr.biomedcentral.com/articles/10.1186/1471-2431-13-214","Journal","10.1186/1471-2431-13-214",
12,"R614","W O Rohof, J C Myers, F A Estremera, L S Ferris, J Van De Pol, Guy E Boeckxstaens, Taher Omari",7,4,0,"NA","NA","NA","NA",0,0,0,"Inter‐ and intra‐rater reproducibility of automated and integrated pressure‐flow analysis of esophageal pressure‐impedance recordings",2014,"Neurogastroenterology and Motility",1,"http://onlinelibrary.wiley.com/doi/10.1111/nmo.12246/full","Journal","10.1111/nmo.12246",
4,"R1696","Alireza Abdollahi, Alipasha Meysamie, Sara Sheikhbahaei, Ali Ahmadi, Hedieh Moraditabriz, Mohammadreza Bakhshandeh, Hassan Hosseinzadeh",7,3,1,0,"NA",1,0,"NA",0,0.25,"Inter/Intra-Observer Reproducibility of Gleason Scoring in Prostate Adenocarcinoma in Iranian Pathologists",2012,"Urology Journal",1,"https://www.ncbi.nlm.nih.gov/pubmed/22641492","Journal","10.22037/uj.v9i2.1476",
0,"R1121","Elizabeth M Tunnicliffe, Pedro Ferreira, Andrew D Scott, Rina Ariga, Lauraann Mcgill, Sonia Niellesvallespin, Stefan Neubauer, Dudley J Pennell, Matthew D Robson, David N Firmin",10,0,4,1,0,0,1,1,0,0.4,"Intercentre reproducibility of second eigenvector orientation in cardiac diffusion tensor imaging",2016,"Journal of Cardiovascular Magnetic Resonance",1,"https://jcmr-online.biomedcentral.com/articles/10.1186/1532-429X-18-S1-P35","Journal","10.1186/1532-429X-18-S1-P35",
5,"R2513","Karel Pavek, Adam Taube",2,0,1,1,0,"NA","NA","NA",0,0.5,"Interchangeability of Ambulatory and Office Blood Pressure: Limitations of Reproducibility and Agreement",2000,"Blood Pressure",1,"https://www.ncbi.nlm.nih.gov/pubmed/11055471","Journal","10.1080/080370500439074",
5,"R504","Siamak Sabour",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Interlaboratory and interstudy reproducibility of a novel lateral-flow device: a statistical issue.",2013,"Journal of Clinical Microbiology",1,"http://jcm.asm.org/content/51/5/1652","Journal","10.1128/JCM.00111-13",
2,"R1733","Mauro Alderisio, Margherita Branca, M Erzen, Adhemar Longattofilho, Sophie Francoise Mauricette Derchain, S Tatti, Susana Vighi, Cecilia Rotelimartins, Luciano Leoncini, Marina Yoshie Sakamoto Maeda, Douglas Montis, Renata Clementino Gontijo, Luis Otavio Sarian, Kari Syrjanen",14,3,7,0,1,"NA","NA",1,1,0.6363636364,"Interlaboratory quality control in gynecologic cytopathology using the novel CONQUISTADOR software. Interobserver reproducibility in the Latin American screening study.",2007,"Acta Cytologica",1,"https://www.ncbi.nlm.nih.gov/pubmed/18077979","Journal","10.1159/000325863",
107,"R154","Markku Varjosalo, Roberto Sacco, Alexey Stukalov, Audrey Van Drogen, Melanie Planyavsky, Simon Hauri, Ruedi Aebersold, Keiryn L Bennett, Jacques Colinge, Matthias Gstaiger, Giulio Supertifurga",11,3,2,"NA",0,0,1,1,0,0.25,"Interlaboratory reproducibility of large-scale human protein-complex analysis by standardized AP-MS",2013,"Nature Methods",1,"https://ncbi.nlm.nih.gov/pubmed/23455922","Journal","10.1038/nmeth.2400",
10,"R904","Massimo Confortini, A Bondi, Maria Paola Cariaggi, Francesca Carozzi, P Dalla Palma, Bruno Ghiringhello, Daria Minucci, G Montanari, Franca Parisio, S Prandi, Maria Luisa Schiboni, Guglielmo Ronco",12,5,5,0,"NA",1,1,"NA","NA",0.7142857143,"Interlaboratory reproducibility of liquid‐based equivocal cervical cytology within a randomized controlled trial framework",2007,"Diagnostic Cytopathology",1,"http://www.ncbi.nlm.nih.gov/pubmed/17703457","Journal","10.1002/dc.20681",
3,"R1531","Richard Kunert",1,0,0,0,"NA","NA","NA","NA",0,0,"Internal conceptual replications do not increase independent replication success",2016,"Psychonomic Bulletin & Review",1,"https://link.springer.com/article/10.3758/s13423-016-1030-9","Journal","10.3758/s13423-016-1030-9",
115,"R92","Paul Kirk, Taigang He, Lisa J Anderson, Michael Roughton, Mark A Tanner, Wynnie W M Lam, Wing Y Au, Winnie C W Chu, Godfrey Chifung Chan, Renzo Galanello, Gildo Matta, Mark A Fogel, Alan R Cohen, Ru San Tan, Kevin K O Wen Chen, Ivy S L Ng, Angie Lai, Suthat Fucharoen, Jiraporn Laothamata, Suporn Chuncharunee, Sutipong Jongjirasiri, David N Firmin, Gillian Smith, Dudley J Pennell",24,6,6,0,"NA",1,0,0,0,0.3333333333,"International reproducibility of single breathhold T2* MR for cardiac and liver iron assessment among five thalassemia centers.",2010,"Journal of Magnetic Resonance Imaging",1,"https://www.ncbi.nlm.nih.gov/pubmed/20677256","Journal","10.1002/jmri.22245",
3,"R2666","Stewart F Cramer",1,0,0,0,"NA","NA","NA","NA",0,0,"International variation in histologic grading is large and persistent feedback does not improve reproducibility.",2004,"The American Journal of Surgical Pathology",1,"http://www.ncbi.nlm.nih.gov/pubmed/15043321","Journal","10.1097/00000478-200402000-00019",
141,"R117","Peter N Furness, N Taub, Karel J M Assmann, Giovanni Banfi, Jeanpierre Cosyns, Anthony M Dorman, Claire M Hill, Silke K Kapper, Rudiger Waldherr, Aryvdas Laurinavicius, Niels Marcussen, Anna Paula Martins, Malfada Nogueira, Heinz Regele, Daniel Seron, Marta Carrera, Stale Sund, Eero Taskinen, Timo Paavonen, Tatjana Tihomirova, Rafail Rosenthal",21,7,6,0,"NA",1,0,0,"NA",0.4285714286,"International variation in histologic grading is large, and persistent feedback does not improve reproducibility.",2003,"The American Journal of Surgical Pathology",1,"https://dial.uclouvain.be/pr/boreal/object/boreal:27767","Journal","10.1097/00000478-200306000-00012",
0,"R4031","Younis Kamal, Hayat Ahmad Khan, Naseem Ui Gani, Munir Farooq, Adil Bashir Shah, Mohammad Ashraf Khan",6,1,2,"NA",1,1,0,0,0,0.4,"Interobserver Agreement and Intraobserver Reproducibility of Barzullah Working Classification of Distal End Radius Fractures among Orthopaedic Residents",2016,"The Journal of Hand Surgery",1,"http://www.worldscientific.com/doi/abs/10.1142/S2424835516500028","Journal","10.1142/S2424835516500028",
0,"R3005","Joancarles Arce, Soren Ziebe, Kersti Lundin, R Janssens, L Helmgaard, P Sorensen",6,4,1,"NA",0,1,"NA","NA","NA",0.5,"Interobserver Agreement and Intraobserver Reproducibility of Embryo Quality Assessments",2005,"Fertility and Sterility",1,"http://www.fertstert.org/article/S0015-0282(05)01709-7/fulltext","Journal","10.1016/j.fertnstert.2005.07.250",
81,"R373","Joancarles Arce, Soren Ziebe, Kersti Lundin, R Janssens, L Helmgaard, Per Soelberg Sorensen",6,3,1,"NA",0,1,"NA","NA",0,0.3333333333,"Interobserver agreement and intraobserver reproducibility of embryo quality assessments",2006,"Human Reproduction",1,"https://www.ncbi.nlm.nih.gov/pubmed/16606640","Journal","10.1093/humrep/del106",
1,"R2019","Yeon Hwa Yoo, Choon Sik Yoon, Na Lae Eun, Moonjung Hwang, Hanna Yoo, Robert D Peters, Taesub Chung, Young Han Lee, Jinsuck Suh, Sungjun Kim",10,6,2,"NA","NA",1,"NA",1,"NA",0.5,"Interobserver and Test-Retest Reproducibility of T1ρ and T2 Measurements of Lumbar Intervertebral Discs by 3T Magnetic Resonance Imaging",2016,"Korean Journal of Radiology",1,"https://synapse.koreamed.org/DOIx.php?id=10.3348/kjr.2016.17.6.903","Journal","10.3348/kjr.2016.17.6.903",
0,"R3478","Zhang Kuib",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Interobserver reliability and intraobserver reproducibility assessment of two thoracolumbar fracture classification systems as used by multiple clinicians",2014,"Chinese Journal of Bone and Joint Injury",1,,"Journal",,
0,"R3231","Karl Josef Prommersberger, Steffen Low, Karlheinz Kalb, Jorg Van Schoonhoven",4,1,0,0,0,"NA",0,"NA",0,0,"Interobserver Reliability and Intraobserver Reproducibility of Digital Photograph Documentation of Wrist Arthroscopy",2009,"Journal of Hand Surgery (European Volume)",1,"http://linkinghub.elsevier.com/retrieve/pii/S0363502309600800","Journal","10.1016/S0363-5023(09)60080-0",
0,"R3232","Karl Josef Prommersberger, Steffen Low, Karlheinz Kalb, Jorg Van Schoonhoven",4,1,0,0,0,"NA",0,"NA",0,0,"Interobserver Reliability and Intraobserver Reproducibility of Digital Photograph Documentation of Wrist Arthroscopy Level of Evidence Not Applicable",2009,"Journal of Hand Surgery (European Volume)",1,"http://www.jhandsurg.org/article/S0363-5023(09)60080-0/abstract","Journal","10.1016/S0363-5023(09)60080-0",
0,"R2633","Ian A F Stokes",1,0,0,0,"NA","NA","NA","NA",0,0,"Interobserver reliability and intraobserver reproducibility of Powers ratio for assessment of atlanto-occipital junction: comparison of plain radiography and computer tomography (Kirkham B. Wood; ESJO-D-08-00378R2)",2009,"European Spine Journal",1,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2899475/","Journal","10.1007/s00586-009-0886-z",
11,"R888","S G A Naqvi, T M Reynolds, C Kitsis",3,3,"NA","NA","NA","NA","NA","NA","NA","NA","Interobserver Reliability and Intraobserver Reproducibility of the Fernandez Classification for Distal Radius Fractures",2009,"Journal of Hand Surgery (European Volume)",1,"http://www.ncbi.nlm.nih.gov/pubmed/19321533","Journal","10.1177/1753193408101667",
17,"R554","Arkan S Sayednoor, Perhenrik Agren, Per Wretenberg",3,2,0,"NA","NA",0,"NA","NA",0,0,"Interobserver reliability and intraobserver reproducibility of three radiological classification systems for intra-articular calcaneal fractures.",2011,"Foot & Ankle International",1,"http://journals.sagepub.com/doi/abs/10.3113/FAI.2011.0861","Journal","10.3113/FAI.2011.0861",
18,"R333","Zhamshid Okhunov, Mohammad Helmy, Alberto Perezlansac, Ashleigh Menhadji, Philip Bucur, Surendra B Kolla, Jane S Cho, Kathy Osann, Achim Lusch, Jaime Landman",10,3,4,"NA",0,0,1,0,1,0.5714285714,"Interobserver Reliability and Reproducibility of S.T.O.N.E. Nephrolithometry for Renal Calculi",2013,"Journal of Endourology",1,"http://www.ncbi.nlm.nih.gov/pubmed/23815088","Journal","10.1089/end.2013.0289",
3,"R1611","Lester J Layfield, Shellaine R Frazier, Magda Esebua, Robert L Schmidt",4,0,2,0,1,1,0,"NA",0,0.5,"Interobserver reproducibility for HER2/neu immunohistochemistry: A comparison of reproducibility for the HercepTest™ and the 4B5 antibody clone",2016,"Pathology Research and Practice",1,"https://www.sciencedirect.com/science/article/pii/S0344033815300479#!","Journal","10.1016/j.prp.2015.11.016",
0,"R4712","M F Vazquez",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Interobserver reproducibility in the diagnosis of flat epithelial atypia of the breast",2007,"Yearbook of Pathology and Laboratory Medicine",1,"http://linkinghub.elsevier.com/retrieve/pii/S1077910808702731","Journal","10.1016/S1077-9108(08)70273-1",
0,"R4713","Maria Eugenia Amado Vazquez",1,0,1,1,"NA","NA","NA","NA",1,1,"Interobserver reproducibility in the diagnosis of flat epithelial atypia of the breastO'Malley FP, Mohsin SK, Badve S, et al (Univ of Toronto; Riverside Methodist Hosp, Columbus, Ohio; Indiana Univ, Indianapolis; et al) Mod Pathol 19:172–179, 2006§",2007,"Yearbook of Pathology and Laboratory Medicine",1,,"Journal",,
8,"R1380","Marianne Tondeur, Alain Sand, Hamphrey Ham",3,1,1,1,0,"NA","NA","NA","NA",0.5,"Interobserver reproducibility in the interpretation of 99mTc-labelled white blood cell scintigraphic images.",2008,"Nuclear Medicine Communications",1,"https://biblio.ugent.be/publication/504329","Journal","10.1097/MNM.0b013e328310897c",
0,"R2119","T V Moga, A M Stepan, C Pienar, Alina Popescu, Roxana Sirli, M Danila, Ioan Sporea",7,5,2,"NA","NA","NA",1,1,"NA",1,"Interobserver Reproducibility of a 2D- Shear Wave Elastography (2D-SWE) Technique and the Impact of Ultrasound Experience in Achivieng Reliable Data",2016,"Journal of Hepatology",1,"https://www.sciencedirect.com/science/article/pii/S0168827816014409","Journal","10.1016/S0168-8278(16)01440-9",
0,"R3391","A Perezpedrosa, J A Ortizrey, Y Lorenzomahia, B Iglesiasrodriguez, A Peteirocancelo, J Gonzalezcarrero",6,6,"NA","NA","NA","NA","NA","NA","NA","NA","Interobserver reproducibility of a grading system for chromophobe renal cell carcinoma",2013,"Actas Urologicas Espanolas",1,"https://www.sciencedirect.com/science/article/pii/S2173578613001169","Journal","10.1016/j.acuroe.2012.04.019",
0,"R2472","Nicholas S Abend, Ana M Gutierrezcolina, Huaqing Zhao, Rong Guo, Eric D Marsh, Robert R Clancy, Dennis J Dlugos",7,2,1,0,1,"NA","NA",0,0,0.2,"Interobserver Reproducibility of EEG Interpretation in Critically Ill Children",2011,"Journal of Clinical Neurophysiology",1,"http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00004691-201106000-00015","Journal","10.1097/WNP.0b013e31821cac0a",
69,"R176","Nicholas S Abend, Ana M Gutierrezcolina, Huaqing Zhao, Rong Guo, Eric D Marsh, Robert R Clancy, Dennis J Dlugos",7,2,1,0,1,"NA","NA",0,0,0.2,"Interobserver reproducibility of electroencephalogram interpretation in critically ill children.",2011,"Journal of Clinical Neurophysiology",1,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3107383/","Journal","10.1097/WNP.0b013e3182051123",
0,"R3112","S Aliyeva, F Berisha, T Roshdy, Norbert Pfeiffer, E M Hoffmann",5,4,0,"NA","NA","NA",0,"NA","NA",0,"Interobserver Reproducibility of Fourier Domain Optical Coherence Tomograph and Heidelberg Retina Tomograph Parameters",2008,"Investigative Ophthalmology & Visual Science",1,"http://iovs.arvojournals.org/article.aspx?articleid=2380003","Journal",,
9,"R1217","R V Singh, S R Agashe, A V Gosavi, K R Sulhyan",4,4,"NA","NA","NA","NA","NA","NA","NA","NA","Interobserver reproducibility of Gleason grading of prostatic adenocarcinoma among general pathologists",2011,"Indian Journal of Cancer",1,"http://www.indianjcancer.com/article.asp?issn=0019-509X;year=2011;volume=48;issue=4;spage=488;epage=495;aulast=Singh","Journal","10.4103/0019-509X.92277",
11,"R1134","Angelo Paradiso, Ettore Marubini, Paolo Verderio, M E Cortese, F De Paola, R Silvestrini, Giovanni Simone, F Marzullo, Sylvie Menard, E Tagliabue, G Tomasich, Marcella Mottolese, P Querzoli, Generoso Bevilacqua, D Campani, Anna Maria Granato, E Marinaro, S Folicaldi, N Naldi, V Ludovini, P Maioli, L Bernardi",22,13,4,0,0,0,"NA",1,"NA",0.4444444444,"Interobserver Reproducibility of Immunohistochemical Her-2/Neu Evaluation in Human Breast Cancer: The Real-World Experience",2004,"International Journal of Biological Markers",1,"https://moh-it.pure.elsevier.com/en/publications/interobserver-reproducibility-of-immunohistochemical-her-2neu-eva","Journal","10.1177/172460080401900210",
27,"R908","Chihyi Hsu, Donald Mingtak Ho, Chingfen Yang, Hung Chiang",4,2,0,"NA",0,"NA",0,"NA",0,0,"Interobserver Reproducibility of MIB-1 Labeling Index in Astrocytic Tumors Using Different Counting Methods",2003,"Modern Pathology",1,"http://www.ncbi.nlm.nih.gov/pubmed/13679460","Journal","10.1097/01.MP.0000084631.64279.BC",
