Tag,PaperId,AuthorIdsOrder,AuthorNamesOrder,authorCount,unknownCount,femaleCount,femaleProp,1st,2nd,3rd,4th,5th,last,FoSNames,Year,DocType,Journal,Publisher,Doi,Title,EstimatedCitation,IndexedAbstract,WoSID,WoSjournal,jfraction,subd_name,disc_name
Reproducibility,2057748111,2676845046; 2477503298; 2642213194; 2148262897; 2147711441; 2146842475; 2173568426; 2123606652,S.W. Ahn; Su-Youn Kim; J.E. Kim; Seung-Min Kim; Kyung-Woo Park; Yoon Ho Hong; Jung-Joon Sung; Kyung-Goo Lee,8,7,1,1.0,,,,,,,motor unit; indexation; reproducibility; anesthesia; psychology,2010,Journal,Clinical Neurophysiology,Elsevier,10.1016/S1388-2457(10)60580-9,P7-4 Reproducibility of the motor unit number index (MUNIX) in normal and ALS subjects,0,,,,1.0,Clinical Neurophysiology,Brain Research
Reproducibility,2076846264,2467000495; 2158116303; 118776192; 2154171835; 2097353105; 2749713256; 2303021451,C.D.J. Sinclair; Jasper M. Morrow; Tarek A. Yousry; Mary M. Reilly; Michael G. Hanna; X. Golay; John S. Thornton,7,2,1,0.2,,0.0,0.0,1.0,0.0,0.0,diabetes mellitus; reproducibility; biology; radiology,2010,Journal,Neuromuscular Disorders,PERGAMON-ELSEVIER SCIENCE LTD,10.1016/S0960-8966(10)70101-2,P86 Inter-scan reproducibility of quantitative neuromuscular MRI,9,,,,1.0,NeuroImmunology,Brain Research
Reproducibility,2323934276,2182057198; 2095870339; 1989882104; 2635243411; 2118206226; 1936334218; 2199275660,Esther J. Smits; Antti Tolonen; Luc Cluitmans; M. van Gils; Bernard A. Conway; Rutger C. Zietsma; N.M. Maurits,7,2,1,0.2,1.0,,0.0,0.0,0.0,,neuroscience; information retrieval; reproducibility; handwriting; psychology,2014,Journal,Clinical Neurophysiology,Elsevier,10.1016/S1388-2457(14)50966-2,P930: Reproducibility and validation of standardized handwriting tasks,0,,,,1.0,Clinical Neurophysiology,Brain Research
Reproducibility,2090824188,2034529969; 2082974086; 2116519607,Fernando Chirigati; Dennis E. Shasha; Juliana Freire,3,0,1,0.3333333333333333,0.0,0.0,1.0,,,1.0,scientific method; software; use case; data mining; reproducibility; compendium; database; computer science; reuse; shoulders,2013,Conference,,ACM,10.1145/2463676.2465269,Packing experiments for sharing and publication,6,"Reproducibility is a core component of the scientific process. Revisiting and reusing past results allow science to move forward - ""standing on the shoulders of giants"", as Newton once said. An impediment to the adoption of computational reproducibility is that authors find it difficult to generate a compendium that encompasses all the required components to correctly reproduce their experiments. Even when a compendium is available, reviewers and readers may have difficulties in verifying the results on platforms different from the ones where the experiments were originally run. As a step towards simplifying the process of creating reproducible experiments, we have developed ReproZip, a tool that automatically captures the provenance of experiments and packs all the necessary files, library dependencies and variables to reproduce the results. Reviewers can then unpack and run the experiments without having to install any additional software. We will demonstrate real use cases for ReproZip, how packages are created, and how reviewers can validate and explore experiments.",,,,,
OpenScience,2110215345,2764969885; 2710211839; 2764349552; 2764705229; 2676567692; 2622467165,Caroline Cléroux; Jennifer Fehrenbacher; Steven Phipps; Summer Rupper; Branwen Williams; Thorsten Kiefer,6,0,4,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,0.0,engineering ethics; operations research; discipline; earth system science; ranging; scientific communication; data management; outreach; geography; open science; indexation,2010,Journal,,IOP Publishing,10.1088/1755-1315/9/1/011001,PAGES 1st Young Scientists Meeting (YSM) – ‘Retrospective views on our planet's future’,10,"'Retrospective views on our planet's future' – This was the theme of a tandem of meetings held by Past Global Changes (PAGES; http://www.pages-igbp.org), a project of the International Geosphere-Biosphere Programme (IGBP). It reflects the philosophy of PAGES and its community of scientists that the past holds the key to better projections of the future. Climatic and environmental evidence from the past can be used to sharpen future projections of global change, thereby informing political and societal decisions on mitigation and adaptation. Young scientists are critical to the future of this endeavour, which we call 'paleoscience'. Their scientific knowledge, interdisciplinarity, international collaboration, and leadership skills will be required if this field is to continue to thrive. Meanwhile, it is also important to remember that science develops not only by applying new strategies and new tools to make new observations, but also by building upon existing knowledge. Modern research in paleoscience began around fifty years ago, and one could say that the third generation of researchers is now emerging. It is a wise investment to ensure that existing skills and knowledge are transferred to this generation. This will enable them to lead the science towards new accomplishments, and to make important contributions towards the wider field of global change science. Motivated by such considerations, PAGES organized its first Young Scientists Meeting (YSM), held in Corvallis (Oregon, USA) in July 2009 (http://www.pages-osm.org/ysm/index.html). The meeting took place immediately before the much larger 3rd PAGES Open Science Meeting (OSM; http://www.pages-osm.org/osm/index.html). The YSM brought together 91 early-career scientists from 21 different nations. During the two-day meeting, PhD students, postdoctoral researchers, and new faculty met to present their work and build networks across geographical and disciplinary borders. Several experienced and well-recognized researchers tutored this conference, and gave assistance to young scientists by offering advice on publication, promotion, outreach processes, and data management. At the subsequent OSM, the young scientists had the opportunity to present their results to a larger community, and to build networks with their senior colleagues. In a friendly and classroom-like atmosphere, the research presented during the YSM was of a remarkably high quality, and merited publication in this special issue. The 23 short proceedings papers are first-authored by YSM attendees, and based on their presented work and the associated discussions. Consistent with the spirit of the YSM, the core of the guest editor team consisted of YSM early-career scientists, while members of the wider scientific community reviewed the papers. Studies presented in this issue cover a large range of topics. Paleoclimatic and paleoenvironmental research is always seeking new natural archives and improved proxies, and so some papers focus on reconstruction methodologies and the interpretation and calibration of proxies. Other papers present a variety of modeling approaches, such as climate system modeling, forward modeling, or ecosystem modeling. Still others focus on reconstructions from marine (foraminifera, diatoms, corals) or continental (tree rings, speleothems, ice cores) archives, or on understanding the dynamics of the Earth system and the feedbacks between its various components. The studies presented span timescales ranging from the past 200,000 years to the last few decades, and consider changes in natural phenomena such as the hydrological cycle and the El Nino-Southern Oscillation, as well as local- and regional-scale interaction of humans with the environment. The papers presented in this special issue therefore reflect current challenges in paleoscience research: understanding natural variability on both long and short time scales, and monitoring anthropogenic impacts which range from historic landscaping to more recent pollution. The concept and format of the 1st PAGES YSM worked very well, and created a high degree of enthusiasm and stimulation among the participants (as is demonstrated by this special issue). The 2nd YSM is therefore firmly planned to take place in 2013, back-to-back with the 4th PAGES OSM. Crucial and gratefully acknowledged contributions to the success of the YSM were made by the numerous co-sponsors (see logos below), who provided the financial basis for the YSM and supported the attendance of many early-career researchers from various parts of the world. Furthermore, we cordially thank all reviewers for shaping this proceeding issue with their insightful and helpful reviews.",,,,,
Reproducibility,2756168336,2665988908; 2241495673,Dirk Czesnik; Walter Paulus,2,0,0,0.0,0.0,0.0,,,,0.0,stimulation; reproducibility; associative property; neuroscience; psychology,2017,Journal,The Journal of Physiology,,10.1113/JP275027,Paired associative stimulation goes spinal,0,"Efficiency, reliability and reproducibility of transcranial stimulation (TS) protocols have been refined repeatedly in the past and will continue to be in the future.

This article is protected by copyright. All rights reserved",WOS:000417113000005,journal of physiology-london,1.0,Neuroscience; Molecular & Cellular,Brain Research
Reproducibility,2276220392,2699102875; 2643131463,Gino Dâ€™Oca; Iain Hrynaszkiewicz,2,0,0,0.0,0.0,0.0,,,,0.0,sociology; social science; reproducibility; transparency,2015,Journal,Palgrave Communications,Palgrave Macmillan,10.1057/palcomms.2015.13,Palgrave Communications’ Commitment to Promoting Transparency and Reproducibility in Research,0,"There is increasing recognition among academics - particularly those engaged in quantitative and experimental research - that sharing of research data and reproducibility of results should be a standard part of the research culture. In the humanities and social sciences (HSS), this shift has been encouraged by prominent calls for more reproducible research in various disciplines within our scope, such as political science (http://datacommunity.icpsr.umich.edu/da-rt-workshop; Gherghina and Katsanidou, 2013), economics and sociology (Miguel et al.,2014; http://www.asanet.org/images/asa/docs/pdf/CodeofEthics.pdf).",,,,,
Reproducibility,2576047857,33027182; 2117199806; 2401739774; 2164000183; 45250706,Adelinde M. Uhrmacher; Sally C. Brailsford; Jason Liu; Markus Rabe; Andreas Tolk,5,1,1,0.25,,1.0,0.0,0.0,0.0,0.0,simulation; documentation; systems engineering; reproducibility; computer science; discrete event simulation; scientific method; source code; modeling and simulation; data modeling,2016,Conference,,IEEE Press,10.1109/WSC.2016.7822185,Panel — Reproducible research in discrete event simulation — A must or rather a maybe?,1,"Scientific research should be reproducible, and as such also simulation research. However, the question is - is this really the case? In some application areas of simulation, e.g., cell biology, simulation studies cannot be published without data, models, methods, including computer code being made available for evaluation. With the applications and methodological areas of modeling and simulation, how the problem of reproducibility is assessed and addressed differs. The diversity of answers to this question will be illuminated by looking into the area of network simulations, simulation in logistics, in military, and health. Making different scientific cultures, different challenges, and different solutions in discrete event simulation explicit is central to improving the reproducibility and thus quality of discrete event simulation research.",,,,,
Reproducibility,2604148493,368306516; 2702943411; 2427773820,C. Thomas Vangsness; Alexander Nazareth; Thomas House,3,0,0,0.0,0.0,0.0,0.0,,,0.0,physical therapy; surgery; goniometer; reproducibility; medicine,2017,Journal,Journal of Shoulder and Elbow Surgery,,10.1016/j.jse.2016.12.049,Paper #53 - Reproducibility and validity of goniometric iPhone applications for shoulder range measurements in elite throwers,0,,,,1.0,Trauma,Health Professionals
Reproducibility,2322584108,2083481528; 2044615106; 2631503175,Vedran Hadžić; Edvin Dervisevic; Matjaz Veselko,3,2,0,0.0,,0.0,,,,,medicine; surgery; physical medicine and rehabilitation; reproducibility; physical therapy,2012,Journal,Arthroscopy,Elsevier,10.1016/j.arthro.2012.05.702,Paper 219: Reproducibility and the Importance of Isokinetic Tibial Rotatory Strength Findings in Healthy Individuals,0,,,,1.0,Arthroscopy,Health Professionals
OpenScience,2308149712,2691220335; 2648736699,Marcin Wojnarski; Debra Hanken Kurtz,2,0,1,0.5,0.0,1.0,,,,1.0,open science; open data; computer science; data mining,2016,Journal,Research Ideas and Outcomes,Pensoft Publishers,10.3897/rio.2.e8462,Paperity Central: An Open Catalog of All Scholarly Literature,0,,,,,,
Reproducibility,2293630901,1586531096; 2500404117,Jan Tunér; Peter A. Jenkins,2,0,1,0.5,1.0,0.0,,,,0.0,nobody; surgery; a major; obstacle; confusion; reproducibility; obligation; computer science; body of knowledge; replicate,2016,Journal,Photomedicine and Laser Surgery,Photomed Laser Surg,10.1089/pho.2016.4105,Parameter Reproducibility in Photobiomodulation,4,"Reproducibility is a key factor in science.1 A single medical scientific result is not enough for reliability; it takes at least another identical study with the same outcome to make the claims credible. A major problem in photobiomodulation (PBM) is the lack of proper reporting of the involved parameters and, further to that, the control of the parameters. Too often, the reporting of the parameters used in a study is incomplete, and the use of specific parameters is ad hoc. Parameters seem to be those of the equipment at hand, rather than being chosen specifically to, for example, replicate those used in a previous study or fall within an already-known effective range applicable to current work. This lack of quality control among too many researchers and scientific journals creates an obstacle in finding reproducibility in meta-analyses. Frequently, such efforts end up with the conclusion that no definite conclusion can be made, because of the great variety in the reported parameters, no matter how many positive studies there are.

Researchers do not have to stick to parameters used in other studies; they are free and encouraged to explore all the available parameters within the supposed therapeutic window. Without a full and correct reporting of all pertinent light source parameters, however, nobody can perform a control study even of the best studies. What is needed is a close cooperation between researchers and journals. The definition of light parameters is only basic physics, and no guesswork is required. However, researchers in the PBM field generally come from professions for which physics has not been on the curriculum. Although they are very qualified in their own professional field, they may lack understanding of PBM. Our suggestion is to include a physicist on the team to make sure that the actual “medicine” to be tested is not flawed before the study even has begun.

The majority of submitted articles have to undergo one or several revisions before being accepted; however, often the parameters are still incorrect or incomplete upon publication. Therefore, solving the problem requires vigilance and action at multiple levels. Reviewers must assess the reported parameters and request revision where they do not meet the requirements of the journal; and journal editors and staff must ensure that only articles that meet their stated standards are published. And it is important not to forget the obligation of manufacturers to report the parameters of their devices accurately and honestly, and to refrain from highlighting factors that sound good in marketing materials but that lend little to the utility of the device and/or reproducibility of outcomes. Ultimately, however, it is the author who is charged with the fundamental responsibility, to first obtain and then report an accurate and complete set of parameters, thus ensuring that the work may be reproduced and, therefore, add to the overall body of knowledge. In other words, it is the author's responsibility to produce good science.

The most flawed parameters are the energy (J) and the dose (J/cm2). Too often, only one of them is reported, but both need to be within the so-called therapeutic window. A seemingly reasonable dose may just be the effect of a thin fiber,2 and a high energy may be dispersed over a large area, thus resulting in a low dose.3 Qualified readers of an article may be able to calculate what is missing if other parameters such as the spot size (cm2) is reported. However, anyone should be able to have access to all the necessary parameters. Jenkins and Carroll4 proposed a tabular format for reporting parameters in a clear, concise, comprehensive, and standardized manner.

Tables 1–3 show the work of some fictional authors, Smith et al., who use the tabular method to include necessary detail for their treatment of carpal tunnel syndrome.



Table 1.

Device Information





Table 2.

Irradiation Parameters





Table 3.

Treatment Parameters



Although the inclusion of all these parameters would significantly improve the quality of research, the complexity of the light parameters often requires the inclusion of details such as the polarization, shape, profile, and divergence of the beam, and – for switched/pulsed beams – the frequency, pulse duration, duty cycle, and waveform. Such details should be available to authors from the equipment manufacturer or as a product of in-house and/or independent measurement and testing.

In the Abstract to their article, our fictional authors Smith et al. write that “…an 810 nm, 100 mW continuous wave laser, spot size 0.5 cm2, was placed in contact with the skin and firm pressure applied. Three points over the transverse carpal ligament were irradiated for 40 sec each, delivering 4 J (8 J/cm2) per point, for a total energy of 12 J per session. Laser irradiation was performed once daily for 5 days, with the total energy delivered being 60 J.” This is quite a comprehensive summary of the important parameters, and – although not a complete list – practically sufficient within itself to allow the laser irradiation aspect of this study to be accurately reproduced.

At the very least, these are the parameters that should be included in the Abstract. The majority of readers of a study actually only read the PubMed abstract, and abstracts with incorrect or omitted parameters can be misleading. The creation of “PubMed Commons” offers an opportunity for researchers and readers to add pertinent information about studies being incomplete or flawed; however, we should not rely on this to remedy such fundamental errors and omissions.

Being meticulous about the reporting of light parameters is mandatory but not sufficient. When information about previous studies in the area, in the Introduction and the Discussion, is added, readers are often left in the dark. With the great variation in the possible combinations of light parameters, apples and bananas are too frequently compared. Our suggestion is to include the most important parameters when referring to other studies. For example, Jones et al. (810 nm, 100 mW, 3 points ×4 J [8 J/cm2] per point, 12 J total, 1× daily ×5 days). Such writing will make it possible for a reader to understand the relevance of the reference in its context.

On the subject of references, we can see room for improvement. References of very old articles can be justified as historical references. However, with ∼20 PBM articles in PubMed in 2000 and 4200 in 2016, it is obvious that literature reviews and meta-analyses from the 1990s are less relevant.

Finally, there must be an end to the nomenclature confusion. The topic has been discussed in this journal before,5 and the implementation of a common nomenclature is important for “outsiders” to understand what we are talking about.

PBM has been used for >50 years, and no serious side effects have been reported. In a decade when side effects of pharmaceuticals are alarming and antibiotic resistance is a threat, this treatment modality appears to be much needed in the medical armamentarium, but first the scientific strength needs to be increased, and this can only occur if the basic use and reporting of light parameters are improved.",WOS:000371872600001,photomedicine and laser surgery,1.0,Laser Surgery,Health Professionals
