AuthorIds,AuthorNames,AuthorOrders,AuthorPapers,FoSNames,FoSPaperCounts,FoSCiteCounts,DisplayName,NormalizedName,PaperId,Rank,Doi,DocType,JournalId,ConferenceInstanceId,OriginalTitle,Year,Date,Publisher,ReferenceCount,CitationCount,EstimatedCitation,URLs,IndexedAbstract,AuthorIdsOrder,AuthorNamesOrder
2548106341,Jane Smith,1,2,digital library; knowledge management; encyclopedia of life; scientific progress; global biodiversity; world wide web; natural history; computer science; open science; outreach; biodiversity,48008; 1024349; 210; 3099; 10218; 638747; 79464; 9965937; 3499; 35998; 122979,243402; 6743109; 3231; 60097; 260456; 2286559; 2002902; 67146656; 12541; 231749; 2273968,,,2341926843,22515,,,,574887082.0,Collaborating on Open Science: The Journey of the Biodiversity Heritage Library,2015,2015-01-01T00:00:00.0000000,,0,0,0,http://dblp.uni-trier.de/db/conf/elpub/elpub2015.html#RinaldoS15; http://elpub.scix.net/cgi-bin/works/Show?03_smith_elpub2015_paper_12,"The Biodiversity Heritage Library, BHL http://www.biodiversitylibrary.org/ , is an established and successful digital library, formed by a global consortium of natural history libraries, with engaged and enthusiastic users. The extensive partnerships, curated content, innovative tools and services, the ease of mining the data all combine to establish an open science resource that advances scientific progress through linking, use and reuse. The aim of BHL as stated on the web page is: “Inspiring discovery through free access to biodiversity knowledge. The Biodiversity Heritage Library works collaboratively to make biodiversity literature openly available to the world as part of a global biodiversity community. BHL also serves as the foundational literature component of the Encyclopedia of Life (EOL)”. BHL and EOL are linked via taxonomic names and bibliographies. BHL is linked in a similar way to the Global Biodiversity Information Facility (GBIF) and thus has broad exposure to scientists across the globe as well as a global public.",2548106341,Jane Smith
2112753976; 2101019043,Kerstin A. Lehnert; Brooks Hanson,1; 2,67; 201,data sharing; open science; computer science; knowledge management,11702; 3499; 9965937; 1024349,73073; 12541; 67146656; 6743109,Japan Geoscience Union,japan geoscience union,2735724253,22928,,,2764931430.0,,Toward Open and Beyond! Sharing Data in the Earth Sciences,2017,2017-03-10T00:00:00.0000000,,0,0,0,https://confit.atlas.jp/guide/event/jpguagu2017/subject/MGI27-04/detail,,2112753976; 2101019043,Kerstin A. Lehnert; Brooks Hanson
2369393554,Mallory A. Freeberg,1,16,medicine; engineering physics; open science; alternative medicine,24337520; 355570; 3499; 469961,212406322; 386143; 12541; 2017161,F1000Research,f1000research,2729188802,21337,10.7490/f1000research.1114161.1,,2755217574.0,,From high school to postdoc: Lessons from a decade of bioinformatics education,2017,2017-06-07T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/6-801,,2369393554,Mallory A. Freeberg
2303962873; 106847552; 2694699244,Touati Benoukraf; Daniel G. Tenen; Cheng Yong Tham,3; 2; 1,29; 381; 1,computational biology; open science; anesthesiology; medicine; open data; alternative medicine,86756; 3499; 12674; 24337520; 7711; 469961,696302; 12541; 81034; 212406322; 26234; 2017161,F1000Research,f1000research,2624787257,21223,10.7490/f1000research.1114060.1,,2755217574.0,,Characterizing structural variants in AML using short and long read sequencing technologies,2017,2017-05-17T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/6-709,,2694699244; 106847552; 2303962873,Cheng Yong Tham; Daniel G. Tenen; Touati Benoukraf
2739082680; 1801414826; 2737341521; 2761598181; 2318521696; 2761368234; 2738977235; 2762330171,Amleset Kelati; Nerey H. Mvungi; Diana Rwegasira; I. Ben Dhaou; Hannu Tenhunen; D. Naiman; Aron W. Kondoro; V. Taajamaa,4; 7; 2; 3; 6; 5; 1; 8,9; 32; 9; 1; 760; 1; 6; 1,engineering; engineering education; open science; engineering management; information and communications technology,15593754; 36391; 3499; 533528; 105594,46053911; 125331; 12541; 408540; 647663,,,2737569985,21613,10.21125/edulearn.2017.1420,Conference,,,TRAINING THE FUTURE ICT INNOVATORS ON OPEN SCIENCE PLATFORM,2017,2017-01-03T00:00:00.0000000,IATED Academy,0,0,0,http://repository.udsm.ac.tz:8080/xmlui/handle/20.500.11810/4562; https://library.iated.org/view/KONDORO2017TRA,,2738977235; 2737341521; 2761598181; 2739082680; 2761368234; 2318521696; 1801414826; 2762330171,Aron W. Kondoro; Diana Rwegasira; I. Ben Dhaou; Amleset Kelati; D. Naiman; Hannu Tenhunen; Nerey H. Mvungi; V. Taajamaa
2187299763,Trish Groves,1,1,computer science; library science; world wide web; open science,9965937; 986947; 638747; 3499,67146656; 839923; 2286559; 12541,,,2187667221,25585,,,,,Open science and reproducible research New reports call for scientists to share data and publishers to embrace open access,2012,2012-01-01T00:00:00.0000000,,3,0,0,http://www.bmj.com/content/bmj/344/bmj.e4383.full.pdf,,2187299763,Trish Groves
2150632823,Gavin Simpson,1,219,paleontology; biology; zoology; open science; limnology,407347; 15777460; 453917; 3499; 5110,5034967; 292099800; 3579421; 12541; 63544,From the Bottom of the Heap,from the bottom of the heap,2604061163,21729,,,2764480933.0,,Tag: Posterior simulation,2017,2017-05-05T00:00:00.0000000,,0,0,0,https://www.fromthebottomoftheheap.net/tag/posterior-simulation/,,2150632823,Gavin Simpson
2137991404; 2739302925,Birgit Schmidt; Edit Görögh,1; 2,27; 1,computer science; knowledge management; multimedia; openup; open science; technical peer review; scholarly communication; world wide web,9965937; 1024349; 1018109; 353; 3499; 1765; 7681; 638747,67146656; 6743109; 3678336; 4207; 12541; 21611; 36430; 2286559,,,2736749021,21440,10.3233/978-1-61499-769-6-62,,,2606384876.0,New Toolkits on the Block: Peer Review Alternatives in Scholarly Communication,2017,2017-01-01T00:00:00.0000000,IOS Press,0,1,1,http://dblp.uni-trier.de/db/conf/elpub/elpub2017.html#Schmidt17; https://goedoc.uni-goettingen.de/handle/1/14511,,2137991404; 2739302925,Birgit Schmidt; Edit Görögh
2184983240; 40939309; 2725551650,Edwin Pathrose; Sanjith Saseedharan; Sunil Poojary,2; 1; 3,8; 10; 2,open science; open data; computational biology; anesthesiology; alternative medicine; medicine,3499; 7711; 86756; 12674; 469961; 24337520,12541; 26234; 696302; 81034; 2017161; 212406322,F1000Research,f1000research,2724158427,22136,10.7490/f1000research.1113872.1,,2755217574.0,,Comparative study of noise levels between two architectural designs in ICU,2017,2017-04-04T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/6-422,,40939309; 2184983240; 2725551650,Sanjith Saseedharan; Edwin Pathrose; Sunil Poojary
2211934058; 2170630693; 2535518690; 2735858255,John M. Hancock; Rafael C. Jimenez; Carlos Horro Marcos; Manuel Corpas,2; 3; 1; 4,101; 66; 3; 54,computational biology; open science; open data; medicine; anesthesiology; alternative medicine,86756; 3499; 7711; 24337520; 12674; 469961,696302; 12541; 26234; 212406322; 81034; 2017161,F1000Research,f1000research,2608094333,21425,10.7490/f1000research.1112949.1,,2755217574.0,,BioCIDER: a contextualisation index for biological resource discovery,2016,2016-08-30T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/5-2108,,2535518690; 2211934058; 2170630693; 2735858255,Carlos Horro Marcos; John M. Hancock; Rafael C. Jimenez; Manuel Corpas
2724605761; 2730723414; 2724755220,Pallavi R. Gabhane; Mayuri S. Geed; P. A. Manjare,2; 1; 3,1; 1; 1,sky; cloud computing; computation; grid computing; computer science; utility computing; distributed computing; embarrassingly parallel; grid; open science,29840; 146539; 194727; 25617; 9965937; 14224; 768400; 1458; 178911; 3499,180189; 769783; 1965903; 261128; 67146656; 145083; 7905179; 17582; 1267441; 12541,Imperial journal of interdisciplinary research,imperial journal of interdisciplinary research,2729210264,24984,,,2764973362.0,,Sky Computing: Extension to the Cloud Computing,2017,2017-04-01T00:00:00.0000000,,0,0,0,http://imperialjournals.com/index.php/IJIR/article/view/4592,"Sometimes, a single cloud isn’t enough. Sometimes, you need the whole sky. That’s why a number of researchers are developing tools to federate clouds, an architectural concept dubbed “sky computing” .The Sky Computing model allows the creation of large scale infrastructure using resources from multiple cloud providers. These infrastructures are able to run embarrassingly parallel computation with high performance. Developing a way to join several cloud infrastructures together into one massive cloud would be especially useful to academic researchers who utilize open large-scale compute resources, like the Open Science Grid or the European Grid Infrastructure, together with open source cloud computing platforms such as Nimbus, in order to create their own private clouds with rather than say Amazon’s EC2. In this paper we talked about sky computing and various mechanics that might lead to sky computing over multiple clouds.",2730723414; 2724605761; 2724755220,Mayuri S. Geed; Pallavi R. Gabhane; P. A. Manjare
2420843653,Celina Ramjoué,1,1,open science; public administration; politics; commission; political science; european studies; engineering ethics,3499; 1226328; 1049604; 113431; 3898535; 12885; 117038,12541; 3307771; 6861876; 421516; 9001673; 55204; 160541,,,2346097060,25147,,,,,Open Science: Political considerations from the European Commission,2016,2016-01-01T00:00:00.0000000,,0,0,0,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2250860/component/escidoc:2251123/OS-Berlin_RAMJOUE2; http://pubman.mpdl.mpg.de/pubman/item/escidoc:2250860,,2420843653,Celina Ramjoué
2732477295; 2733133160; 2731945247; 2687911058; 2731998436,Nestor Rubiano Soto; Jaime Pedraza; Ligia Paola García; Carmen Martínez-Viciana; María María,1; 4; 2; 5; 3,1; 1; 1; 2; 1,open science; call centre; nursing; mental health; medicine; alternative medicine,3499; 2292; 1361675; 274330; 24337520; 469961,12541; 21922; 7428044; 3980537; 212406322; 2017161,F1000Research,f1000research,2733322225,22246,10.7490/f1000research.1111925.1,,2755217574.0,,Innovation in mental health services: psychotherapy via a call centre,2016,2016-05-19T00:00:00.0000000,,0,0,0,https://f1000research.com/slides/5-938,,2732477295; 2731945247; 2731998436; 2733133160; 2687911058,Nestor Rubiano Soto; Ligia Paola García; María María; Jaime Pedraza; Carmen Martínez-Viciana
2121500418; 2574146597; 2301922174,Xueke Lu; Youhua Chen; YouFang Chen,2; 1; 3,2; 2; 2,data science; data mining; computer science; python; open science; knowledge integration; software,358112; 945182; 9965937; 11151; 3499; 7098; 601704,1166378; 8292622; 67146656; 126649; 12541; 70800; 4391816,,,2182621577,19934,10.7287/peerj.preprints.235v1,,,,Close connections between open science and open-source software,2014,2014-02-04T00:00:00.0000000,PeerJ Inc.,17,1,1,http://www.iaees.org/publications/journals/environsc/articles/2014-3(3)/open-science-and-open-source-software.pdf; https://peerj.com/preprints/235v1.pdf; https://peerj.com/preprints/235/,"Open science is increasingly gaining attention in recent years. In this mini-review, we briefly discuss and summarize the reasons of introducing open science into academic publications for scientists. We argue that open-source software (like R and Python software) can be the universal and important platforms for doing open science because of their appealing features: open source, easy-reading document, commonly used in various scientific disciplines like statistics, chemistry and biology. At last, the challenges and future perspectives of performing open science are discussed.",2574146597; 2121500418; 2301922174,Youhua Chen; Xueke Lu; YouFang Chen
2672081914; 2101394917; 2619421655; 2777941102,Theodora Bloom; Jennifer Lin; Virginia Barbour; Elizabeth Moylan,2; 3; 1; 4,3; 14; 32; 1,computational biology; open science; open data; anesthesiology; medicine,86756; 3499; 7711; 12674; 24337520,696302; 12541; 26234; 81034; 212406322,F1000Research,f1000research,2777123524,21826,10.12688/f1000research.13060.1,Journal,2755217574.0,,Amending published articles: time to rethink retractions and corrections?,2017,2017-06-11T00:00:00.0000000,,5,0,0,https://f1000research.com/articles/6-1960/v1,,2619421655; 2672081914; 2101394917; 2777941102,Virginia Barbour; Theodora Bloom; Jennifer Lin; Elizabeth Moylan
2236881542; 2590237068; 2111899370,Paolo Romano; Andrea Splendiani; Achille Zappa,3; 2; 1,76; 1; 3,open science; personalized medicine; semantic web; open data; linked data; computer science; server; bioinformatics; semantics; rdf,3499; 12756; 26496; 7711; 9509; 9965937; 83997; 433362; 90844; 9488,12541; 159873; 283072; 26234; 69474; 67146656; 778971; 10082370; 1162325; 90080,BMC Bioinformatics,bmc bioinformatics,2145116858,20925,10.1186/1471-2105-13-S4-S7,Journal,19032547.0,,Towards linked open gene mutations data,2012,2012-01-01T00:00:00.0000000,BioMed Central,23,7,7,http://europepmc.org/abstract/MED/22536974; https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-13-S4-S7; https://link.springer.com/article/10.1186/1471-2105-13-S4-S7; https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/1471-2105-13-S4-S7?site=bmcbioinformatics.biomedcentral.com; https://rd.springer.com/article/10.1186/1471-2105-13-S4-S7; http://paperity.org/p/56658414/towards-linked-open-gene-mutations-data; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3303732/; http://dblp.uni-trier.de/db/journals/bmcbi/bmcbi13S.html#ZappaSR12; http://dx.doi.org/10.1186/1471-2105-13-S4-S7; http://link.springer.com/article/10.1186/1471-2105-13-S4-S7; http://www.biomedcentral.com/1471-2105/13/S4/S7; http://f1000research.com/f1000posters/1089660; http://europepmc.org/articles/PMC3303732; https://link.springer.com/content/pdf/10.1186%2F1471-2105-13-S4-S7.pdf; https://moh-it.pure.elsevier.com/en/publications/towards-linked-open-gene-mutations-data; http://www.biomedcentral.com/1471-2105/13/S4/S7/comments; https://doi.org/10.1186/1471-2105-13-S4-S7,"Background
With the advent of high-throughput technologies, a great wealth of variation data is being produced. Such information may constitute the basis for correlation analyses between genotypes and phenotypes and, in the future, for personalized medicine. Several databases on gene variation exist, but this kind of information is still scarce in the Semantic Web framework.

In this paper, we discuss issues related to the integration of mutation data in the Linked Open Data infrastructure, part of the Semantic Web framework. We present the development of a mapping from the IARC TP53 Mutation database to RDF and the implementation of servers publishing this data.",2111899370; 2590237068; 2236881542,Achille Zappa; Andrea Splendiani; Paolo Romano
